business_id,postal_code,stars,review_count,is_open,categories,checkin_count,stars_std_dev,percentage_1_star,percentage_2_star,percentage_3_star,percentage_4_star,percentage_5_star,avg_timestamp_gap,text_similarity_score,%_under_3_months,%_3_months_to_1_year,%_over_1_year,%_reviewers_with_less_than_10_reviews,avg_star_deviation_squared
mtjC38-0IIHhsUVhxyLz0A,70056,2.5,5,1,"Restaurants, Fitness & Instruction, Active Life, Golf, Gyms",45,1.816590212458495,40.0,20.0,0.0,20.0,20.0,32554766.25,0.084839141,0.0,20.0,80.0,60.0,1.3151
nBFs70QJ40fvV5SwwBa1Mg,89502,2.5,33,1,"Airports, Hotels & Travel, Transportation, Airlines",103,1.6285271997532418,57.14285714285714,8.571428571428571,5.714285714285714,11.428571428571429,17.142857142857142,7521426.264705882,0.046419379,5.714285714285714,2.857142857142857,91.42857142857144,28.57142857142857,2.6917060606060605
f3VTtEgyN9DMSfM3g14r3w,33709,2.5,5,1,"Hotels & Travel, Car Rental",0,2.1908902300206643,60.0,0.0,0.0,0.0,40.0,31091145.0,0.051675928,0.0,0.0,100.0,60.0,3.729779999999999
3DDRYqCzc3Yhh7WOpNh7tg,19131,4.0,12,1,"Mexican, Restaurants",10,1.311372170551507,0.0,25.0,0.0,16.666666666666664,58.333333333333336,1562424.7272727273,0.06825429,0.0,0.0,100.0,16.666666666666664,1.959975
UnqMg3e3qgCvEYW0E4RUYQ,33701,3.5,158,1,"Restaurants, American (Traditional), Nightlife, Bars",433,1.2813210392215222,12.34567901234568,4.938271604938271,15.432098765432098,38.88888888888889,28.39506172839506,2749936.645962733,0.048992008,18.51851851851852,20.98765432098765,60.49382716049383,20.98765432098765,1.5815367088607597
zs4d4DqSp5zh3HGFh-PiiQ,37205,2.5,21,1,"Event Planning & Services, Caterers",9,1.7637097087556366,43.47826086956522,8.695652173913043,4.3478260869565215,17.391304347826086,26.08695652173913,17940062.09090909,0.050868948,21.73913043478261,8.695652173913043,69.56521739130434,26.08695652173913,3.1291523809523807
ulKUOaPahi2rUhGQYyYY4g,37211,3.5,44,1,"Fast Food, Chicken Shop, Breakfast & Brunch, Salad, Southern, Restaurants, Sandwiches",49,1.3677379393389184,13.333333333333334,13.333333333333334,24.444444444444443,22.22222222222222,26.666666666666668,6087523.590909091,0.054567342,13.333333333333334,13.333333333333334,73.33333333333333,28.88888888888889,1.3714136363636362
6EP-B5WLXnWDHwbZ9KbcZA,63132,5.0,14,1,"Home & Garden, Shopping, Furniture Repair, Furniture Stores, Furniture Reupholstery, Local Services, Mattresses",9,0.3631365196012817,0.0,0.0,0.0,14.285714285714285,85.71428571428571,21120517.769230768,0.080226508,28.57142857142857,0.0,71.42857142857143,42.857142857142854,0.3018499999999999
AvSodGqXo5FUPeXiELv18Q,63109,2.0,23,1,"Restaurants, Pizza, Italian",31,1.402989467758157,52.17391304347826,4.3478260869565215,26.08695652173913,8.695652173913043,8.695652173913043,12286377.772727272,0.052465797,21.73913043478261,21.73913043478261,56.52173913043478,52.17391304347826,1.2309434782608697
GdPuJOLseQ5fusebEnvSXw,70124,2.5,15,0,"Beauty & Spas, Massage, Day Spas",13,1.709915063331955,60.0,0.0,13.333333333333334,6.666666666666667,20.0,5320506.285714285,0.046557043,20.0,26.666666666666668,53.333333333333336,40.0,3.1376733333333333
HJNBidz_SUiTjBAG2sr-IQ,19061,1.5,6,1,"Landscaping, Home Services",0,1.632993161855452,83.33333333333334,0.0,0.0,0.0,16.666666666666664,47603462.2,0.030427605,33.33333333333333,0.0,66.66666666666666,66.66666666666666,4.198733333333333
hKrDe4ZgqFnizbZIM5APWw,19067,3.5,64,1,"Italian, Pizza, Restaurants, Soup",118,1.3018447138557012,8.695652173913043,14.492753623188406,26.08695652173913,20.28985507246377,30.434782608695656,6754709.470588235,0.044986759,21.73913043478261,13.043478260869565,65.21739130434783,30.434782608695656,1.138967188
1lzq-6sJpXO9ZuVM9N0fvQ,33607,4.5,13,1,"Garage Door Services, Home Services",2,1.1094003924504583,7.6923076923076925,0.0,0.0,0.0,92.30769231,15802009.166666666,0.099953203,0.0,0.0,100.0,30.76923076923077,1.4540846153846156
YGlWTnf8OX1gL0duW41yWQ,34689,2.5,10,1,"Restaurants, Pizza",5,1.689540012709215,45.45454545454545,0.0,18.181818181818183,18.181818181818183,18.181818181818183,24140353.7,0.049154158,36.36363636363637,0.0,63.63636363636363,54.54545454545454,1.97074
yE9JBfdRUlDsKaAIn0yOAA,46227,4.5,250,1,"Japanese, Restaurants, Sushi Bars",871,1.0037940213270555,2.9850746268656714,4.477611940298507,7.462686567164178,24.62686567164179,60.44776119402984,1696959.9812734085,0.045894935,24.253731343283583,19.402985074626866,56.343283582089555,25.74626865671642,1.121384
DolpJEqtE2sVbKFrie5V0A,37135,5.0,6,1,"Health & Medical, Chiropractors",0,0.0,0.0,0.0,0.0,0.0,100.0,25129210.2,0.076998627,0.0,0.0,100.0,33.33333333333333,1.6493166666666668
clRog7-phUVOy6KsOjYrXQ,33511,2.5,15,1,"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists, Oral Surgeons, Endodontists",1,1.8246004128758349,50.0,18.75,0.0,0.0,31.25,9578013.4,0.08190686,43.75,0.0,56.25,81.25,2.845546666666667
eVUP_iOwvsLk6daEmyhESA,63118,4.0,185,1,"Restaurants, Ethiopian, Brazilian",401,0.9896800609472988,2.083333333333333,6.25,9.375,33.85416666666667,48.4375,2516325.8376963353,0.045354048,19.270833333333336,19.270833333333336,61.458333333333336,16.145833333333336,0.9567583783783784
6SYBfIJDrA289h5G7h7eGQ,19027,4.5,6,0,"Local Services, Bars, Automotive, Car Wash, Dog Walkers, Laundry Services, Karaoke, Pet Training, Pets, Nightlife, Pet Services, Dry Cleaning",4,1.632993161855452,16.666666666666664,0.0,0.0,0.0,83.33333333333334,35718332.6,0.1392245231252895,0.0,0.0,100.0,33.33333333333333,1.9465166666666665
m13g02X1wbLH1CrRhbCfzQ,46220,3.5,21,0,"Nightlife, Arts & Entertainment, Music Venues",92,0.8135752957807665,4.761904761904762,0.0,42.857142857142854,47.61904761904761,4.761904761904762,15102487.55,0.053328747,28.57142857142857,9.523809523809524,61.904761904761905,23.809523809523807,0.7718380952380952
gHT_xtxPjJ0_ipSTbTpOWw,19810,3.5,7,1,"Advertising, Signmaking, Printing Services, Professional Services, Local Services, Screen Printing/T-Shirt Printing",0,1.889822365046136,28.57142857142857,0.0,0.0,14.285714285714285,57.14285714285714,35417739.166666664,0.044290376,0.0,14.285714285714285,85.71428571428571,85.71428571428571,1.6461285714285716
QL4C7sd9PFUOGGpHwe1dlQ,37203,4.0,325,1,"Restaurants, Italian, Bars, Nightlife",267,1.4545148844275746,13.134328358208954,8.358208955223882,10.746268656716415,16.716417910447763,51.04477611940299,644502.6197604791,0.04040183,8.059701492537313,6.865671641791045,85.07462686567165,30.74626865671642,1.383615076923077
2r-mrTGLB4Lp00Vs0n4x6Q,37214,3.5,11,1,"Event Planning & Services, Hotels, Hotels & Travel",11,1.4206272622267313,9.090909090909092,18.181818181818183,0.0,36.36363636363637,36.36363636363637,9936733.8,0.084887669,0.0,0.0,100.0,9.090909090909092,1.227009090909091
e33nXCUVz6LhxAHtlPHvmQ,19460,4.5,6,1,"Automotive, Auto Repair, Used Car Dealers, Car Dealers",2,1.632993161855452,16.666666666666664,0.0,0.0,0.0,83.33333333333334,12041888.0,0.048419292,50.0,0.0,50.0,66.66666666666666,2.2014666666666667
30a_Y21n-8buy1MWZj8cgw,33710,3.5,14,0,"Cuban, Restaurants",30,1.1387288073563857,0.0,35.714285714285715,14.285714285714285,35.714285714285715,14.285714285714285,14238497.384615384,0.061468846,14.285714285714285,35.714285714285715,50.0,14.285714285714285,1.1365785714285714
0sLcjUUEOrST5hUPCxpz9A,70128,3.5,9,1,"Public Services & Government, Departments of Motor Vehicles",13,1.3228756555322951,11.11111111111111,11.11111111111111,33.33333333333333,22.22222222222222,22.22222222222222,15486930.25,0.053752215,0.0,0.0,100.0,22.22222222222222,1.0547333333333333
uDQxX5LiFAnv4JeNJe9ORA,34669,2.0,17,1,"Donuts, Coffee & Tea, Food",6,1.4652845537742532,72.22222222222221,0.0,11.11111111111111,5.555555555555555,11.11111111111111,5382909.411764706,0.046268789,22.22222222222222,27.77777777777778,50.0,72.22222222222221,2.464111764705882
YD2DmMR4flJNCqjZxO6Wvw,93101,5.0,21,1,"Beauty & Spas, Nail Salons, Nail Technicians",1,0.0,0.0,0.0,0.0,0.0,100.0,10169265.85,0.074281166,14.285714285714285,9.523809523809524,76.19047619047619,52.38095238095239,0.9600428571428572
bkck675FsgpTWnnPWG8nTg,85739,4.0,10,1,"Bars, Nightlife, Sports Bars",17,1.1972189997378646,0.0,10.0,30.0,0.0,60.0,21358143.666666668,0.060149109,0.0,10.0,90.0,20.0,0.8436199999999999
Ib2j3-yKALy8C_vakv_NyA,33629,4.0,20,0,"Restaurants, Delis, Sandwiches, Fast Food, Food",54,1.276302224561664,5.0,10.0,15.0,15.0,55.00000000000001,8862714.578947369,0.060495614,10.0,15.0,75.0,5.0,0.96405
SoMOhdEd3_-pDNKdTv8Row,18976,2.5,9,1,"Eyewear & Opticians, Shopping, Health & Medical, Ophthalmologists, Doctors, Optometrists",1,2.0,66.66666666666666,0.0,0.0,0.0,33.33333333333333,36150124.63,0.058982424,22.22222222222222,22.22222222222222,55.55555555555556,44.44444444444444,1.986388888888889
b3CpXg9UINn2FZC8CTHqFg,19114,5.0,40,1,"Eyelash Service, Beauty & Spas, Waxing, Hair Removal, Eyebrow Services",46,0.7816492882080157,2.4390243902439024,2.4390243902439024,0.0,2.4390243902439024,92.68292683,3555158.2,0.072888044,0.0,17.073170731707318,82.92682926829268,48.78048780487805,1.2721475
QkLBz50X7-neRuNY2isvPQ,46143,5.0,13,1,"Churches, Religious Organizations",79,0.8320502943378437,0.0,7.6923076923076925,0.0,0.0,92.30769231,25428804.75,0.071831858,30.76923076923077,0.0,69.23076923076923,30.76923076923077,0.8599230769230769
f-DgyAG4BKORISYD-il9hw,85704,5.0,6,0,"Specialty Food, Chocolatiers & Shops, Food",5,0.0,0.0,0.0,0.0,0.0,100.0,12573724.4,0.059831447,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,1.0122166666666663
ly-9ojez5YXWEEU2p7iASQ,33767,2.5,41,1,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",9,1.5880652440980487,39.02439024390244,9.756097561,12.195121951219512,21.951219512195124,17.073170731707318,7364354.875,0.060999953,19.51219512195122,12.195121951219512,68.29268292682927,36.58536585365854,1.957839024390244
9nXt83EGni-aepcBikzXSQ,83701,5.0,5,0,"Massage, Health & Medical, Beauty & Spas, Massage Therapy",0,0.4472135954999578,0.0,0.0,0.0,20.0,80.0,34784260.5,0.1427652232323662,0.0,20.0,80.0,80.0,0.4671
CxAJ4hPYqvMjcTEtL19HwA,70130,4.0,45,1,"Lounges, Social Clubs, Bars, Arts & Entertainment, Nightlife",59,1.5347819244295116,15.555555555555555,8.888888889,0.0,20.0,55.55555555555556,3425717.4318181816,0.045410564,2.2222222222222223,6.666666666666667,91.11111111111111,24.444444444444443,1.9279422222222224
enqOOiTjcMdylPOBu0At2w,08028,3.0,88,1,"Restaurants, American (Traditional), Vegan, Diners, Breakfast & Brunch",81,1.5990734811539984,25.806451612903224,11.827956989247312,11.827956989247312,20.43010752688172,30.107526881720432,975227.4347826086,0.042530633,8.602150538,7.526881720430108,83.87096774193549,47.31182795698925,1.7165159090909092
0UmWgTWcdj6CK_FPdM2Mnw,19468,3.5,23,1,"Pets, Pet Services, Veterinarians, Pet Training, Pet Sitting",11,1.866712453650906,34.61538461538461,7.6923076923076925,0.0,11.538461538461538,46.15384615384615,10424630.8,0.067984273,26.923076923076923,3.8461538461538463,69.23076923076923,61.53846153846154,1.3274826086956522
b-8ILGvpzew-G1HbSgiqxg,63109,4.5,10,0,"Food, Ethnic Food, Specialty Food, Grocery",28,0.7537783614444091,0.0,0.0,16.666666666666664,41.66666666666667,41.66666666666667,12113413.727272728,0.062340034,33.33333333333333,33.33333333333333,33.33333333333333,25.0,1.28973
BOe7rUI8NicB2g5M7tGxZw,62232,4.5,5,1,"Bars, Sports Bars, Restaurants, American (Traditional), Nightlife, American (New)",6,0.5477225575051662,0.0,0.0,0.0,40.0,60.0,25514090.0,0.081742756,0.0,0.0,100.0,40.0,1.4571999999999998
qMbsqqdfYqQ812BaJfHA6Q,33617,4.5,33,1,"Electronics Repair, Local Services, Shopping, IT Services & Computer Repair, Mobile Phone Repair, Mobile Phones, Electronics",17,0.9837698055454996,6.0606060606060606,0.0,0.0,6.0606060606060606,87.87878787878788,7665842.969,0.079736603,24.24242424242424,9.090909090909092,66.66666666666666,51.51515151515152,1.449439393939394
UmnwUeNFNKzxJgl5jxgySw,46217,4.5,6,1,"Local Services, Appliances & Repair",0,1.632993161855452,16.666666666666664,0.0,0.0,0.0,83.33333333333334,15100997.4,0.074137652,33.33333333333333,16.666666666666664,50.0,66.66666666666666,1.03995
X5_ZA1_mLU1SMcREVGTMMA,62258,3.5,18,1,"Restaurants, Mexican",32,1.503963018795596,19.047619047619047,4.761904761904762,14.285714285714285,28.57142857142857,33.33333333333333,17799554.75,0.053435893,19.047619047619047,19.047619047619047,61.904761904761905,19.047619047619047,2.658927777777778
UF372d-OfLrdXPlz4bxZJw,46202,4.0,68,0,"American (New), Sandwiches, Restaurants, Vegetarian",109,1.1988912183566471,4.3478260869565215,15.942028985507244,10.144927536231885,36.231884057971016,33.33333333333333,503146.8529411765,0.049576482,13.043478260869565,10.144927536231885,76.81159420289855,27.536231884057973,1.3483926470588237
gGiaheSgA8vA-R8eU6qxYQ,18951,2.0,14,1,"Home Services, Plumbing",0,1.9518001458970664,66.66666666666666,0.0,0.0,0.0,33.33333333333333,18043258.0,0.085631829,26.666666666666668,0.0,73.33333333333333,60.0,3.815821428571428
1hMteDtsI0JMNBCtKpb24A,19153,2.5,87,1,"Seafood, American (New), Restaurants",275,1.4418364581310257,40.909090909090914,18.181818181818183,13.636363636363637,15.909090909090908,11.363636363636363,3969099.5517241377,0.042665672,9.090909090909092,4.545454545454546,86.36363636363636,22.727272727272727,2.8408793103448273
J9PYIOelORwLsdhfAD0Sgg,18901,4.0,5,1,"Real Estate Agents, Real Estate, Home Services",0,1.7888543819998317,20.0,0.0,0.0,0.0,80.0,27748514.5,0.1281048657520436,20.0,0.0,80.0,60.0,1.94688
sBinabsXdIYlw7-6W11tfQ,33629,3.0,17,1,"Chicken Wings, Pizza, Italian, Restaurants, Sandwiches",13,1.557851272,31.57894736842105,21.052631578947366,5.263157894736842,26.31578947368421,15.789473684210526,16008980.944444444,0.058932105,10.526315789473683,5.263157894736842,84.21052631578947,36.84210526315789,2.2722176470588233
0Dr8RnWBi91_ItA2KtJkVw,33613,3.0,10,1,"Urgent Care, Health & Medical, Pediatricians, Doctors",9,1.9888578520235063,40.0,0.0,10.0,0.0,50.0,32526539.444444444,0.041652373,0.0,30.0,70.0,30.0,2.1428199999999995
39mtVr_t5JG9jkpNUFDgew,33559,4.5,9,1,"Food, Venezuelan, Latin American, Restaurants, Food Trucks",3,0.6992058987801011,0.0,0.0,10.0,40.0,50.0,5244114.666666667,0.083614889,10.0,0.0,90.0,40.0,0.5041999999999999
K6epb3uSDIjh0IXxSlPGiQ,08048,5.0,8,1,"Painters, Home Services, Pressure Washers, Window Washing, Gutter Services",1,0.0,0.0,0.0,0.0,0.0,100.0,18346312.714285713,0.099888392,0.0,12.5,87.5,50.0,0.793225
HSzSGdcNaU7heQe0NJibIg,19003,3.0,23,0,"Nightlife, Irish, Pubs, Restaurants, American (Traditional), Bars",47,1.3301243435223524,11.11111111111111,22.22222222222222,7.4074074074074066,40.74074074074074,18.51851851851852,8278053.538461538,0.04490487,7.4074074074074066,37.03703703703704,55.55555555555556,22.22222222222222,1.4460391304347828
C9c4gWi6RHEuTgjKeSC3DA,T5S 2V9,3.5,25,0,"Mexican, Restaurants",22,1.2821367492879392,11.11111111111111,7.4074074074074066,29.629629629629623,25.925925925925924,25.925925925925924,11074750.0,0.058970689,40.74074074074074,11.11111111111111,48.148148148148145,22.22222222222222,1.689864
JRk9DhJw8aWPmL83VWlekA,83704,3.0,7,1,"Shopping, Fashion, Food, Home & Garden, Department Stores, Kitchen & Bath, Specialty Food",32,1.5735915849388864,14.285714285714285,28.57142857142857,14.285714285714285,14.285714285714285,28.57142857142857,30948642.333333332,0.046145215,14.285714285714285,0.0,85.71428571428571,28.57142857142857,2.279742857142857
_XgGH0u5KvN5keuLmmeUNg,34684,3.5,38,0,"Restaurants, Cheesesteaks, Barbeque",135,1.13679712,7.5,15.0,32.5,30.0,15.0,2723455.1794871795,0.056536934,20.0,17.5,62.5,10.0,1.601
2hMuSCG3V3AONcBqyQQH5g,83703,3.5,6,1,"Grocery, Food, Shopping, Drugstores",143,1.505545305418162,16.666666666666664,0.0,50.0,0.0,33.33333333333333,28646935.8,0.073036381,16.666666666666664,0.0,83.33333333333334,16.666666666666664,1.49875
A6svWXAKjhWVzkZk5JFRqQ,83704,2.5,130,1,"Food, Sushi Bars, Restaurants, Ethnic Food, Specialty Food",148,1.5493360620853227,48.888888888888886,12.592592592592592,11.851851851851851,10.37037037037037,16.296296296296298,2857695.7537313434,0.051899595,28.88888888888889,14.074074074074074,57.03703703703704,37.03703703703704,3.104247692307692
mIhTKiCFvASrx1IrNT6Ktw,93110,3.0,216,1,"Event Planning & Services, Hotels, Hotels & Travel",262,1.419159417724027,20.535714285714285,16.071428571428573,19.642857142857142,24.107142857142858,19.642857142857142,1904570.0852017936,0.047621044,7.5892857142857135,10.267857142857142,82.14285714285714,18.75,1.916009722222222
J8fTULQEnDbgyGx3OvAh-w,85742,3.5,6,0,"Restaurants, Steakhouses",3,1.632993161855452,16.666666666666664,0.0,33.33333333333333,0.0,50.0,12146308.6,0.064799425,33.33333333333333,16.666666666666664,50.0,33.33333333333333,1.582933333333333
RLLW8uPaNHs7YzQ6033p4A,70123,5.0,6,1,"Auto Repair, Automotive",0,0.0,0.0,0.0,0.0,0.0,100.0,34730282.4,0.093103511,0.0,0.0,100.0,50.0,0.9240833333333331
iKeQ5dOM1M89AFA-U3Mc_Q,37201,2.0,50,1,"Food, Donuts, Coffee & Tea, Restaurants",139,1.4640797149625109,50.98039215686274,11.76470588235294,7.843137255,21.568627450980394,7.843137255,7193197.48,0.045443741,21.568627450980394,11.76470588235294,66.66666666666666,37.25490196078432,2.035286
rqo6k5LHqqXFoIqHudSm1A,34606,2.5,7,1,"Sandwiches, Restaurants, Fast Food",3,1.5979898086569355,37.5,12.5,12.5,25.0,12.5,9125767.714285716,0.065395005,12.5,12.5,75.0,50.0,2.1809285714285713
9iFqDUOMifeoJ2v4z6U_Wg,63130,5.0,8,1,"Women's Clothing, Shopping, Jewelry, Local Flavor, Art Galleries, Accessories, Coffee & Tea, Food, Arts & Entertainment, Fashion",8,0.0,0.0,0.0,0.0,0.0,100.0,50714188.85714286,0.065394142,25.0,12.5,62.5,25.0,0.6825749999999999
#NAME?,70128,4.0,17,1,"Restaurants, Chinese",27,,,,,,,,,,,,,
QG7CW7s3VUkxtaax6Fu2sQ,85712,3.5,22,1,"Shopping, Home Decor, Lighting Fixtures & Equipment, Antiques, Home Services, Home & Garden",21,1.473078570310593,13.043478260869565,17.391304347826086,13.043478260869565,21.73913043478261,34.78260869565217,16632471.318181818,0.055338455,21.73913043478261,4.3478260869565215,73.91304347826086,39.130434782608695,1.3592681818181818
rCjSWBrL9DWMZ_ETu5AElg,19125,4.0,16,1,"Beer Gardens, Nightlife",25,1.046820583162814,6.25,0.0,25.0,43.75,25.0,2100320.6666666665,0.094700138,12.5,6.25,81.25,18.75,0.91118125
_gQm87rcFS0V8c-yiKGgZQ,19103,3.5,22,1,"Mobile Phone Accessories, Shopping, Television Service Providers, Mobile Phones, Home Services, Electronics",13,1.8955404488096772,31.818181818181817,4.545454545454546,0.0,4.545454545454546,59.09090909090909,12083835.23809524,0.058506816,31.818181818181817,4.545454545454546,63.63636363636363,63.63636363636363,1.594572727272727
D9lnOVIpb-0F9DfcQN_rgw,19146,1.0,8,1,"Appliances, Kitchen & Bath, Home & Garden, Home Services, Shopping, Interior Design, Contractors",0,0.0,100.0,0.0,0.0,0.0,0.0,29761388.85714286,0.052850979,50.0,25.0,25.0,62.5,4.6101375
9e_rrzyTolsH1RUXHOvsMA,19123,3.5,394,1,"Food, Ethnic Food, Restaurants, Thai, Asian Fusion, Specialty Food, Vegetarian",505,1.4020934537407548,15.158924205378971,10.757946210268948,14.425427872860636,30.317848410757943,29.3398533,739350.6960784313,0.048226681,11.246943765281172,12.469437652811736,76.28361858190709,22.493887530562347,1.488381472081218
O5-meVgkgkDdLS7Ekc9Mfg,08505,3.5,16,1,"American (Traditional), Food, Restaurants, Convenience Stores",53,1.5478479684172255,18.75,12.5,6.25,31.25,31.25,26267276.6,0.060954823,6.25,25.0,68.75,37.5,0.93280625
R_dCKsHJjAGinOCvXrSPRg,33710,4.0,16,1,"Cosmetic Dentists, Endodontists, General Dentistry, Health & Medical, Dentists",0,1.6007810593582124,18.75,0.0,0.0,6.25,75.0,11442073.8,0.070686118,0.0,12.5,87.5,31.25,1.7358625
3AH2tDP2UKaLiqGWaza5yQ,19401,3.5,63,0,"Mexican, Pubs, Salad, Chicken Wings, American (New), Restaurants, Bars, Breakfast & Brunch, Nightlife, Gastropubs, American (Traditional)",117,1.2691595823806614,4.285714285714286,21.428571428571427,20.0,21.428571428571427,32.857142857142854,1658098.2463768115,0.051114263,21.428571428571427,10.0,68.57142857142857,22.857142857142858,1.2118730158730158
ZgkmYlfvS0daihm82_N7gA,19320,5.0,13,1,"Dentists, Cosmetic Dentists, Orthodontists, General Dentistry, Health & Medical",17,0.25819889,0.0,0.0,0.0,6.666666666666667,93.33333333333331,18509854.85714286,0.072722392,20.0,13.333333333333334,66.66666666666666,53.333333333333336,0.6837307692307693
8p3PElrcriCFow9aErPMQA,19131,4.0,27,1,"Beauty & Spas, Piercing",1,1.7499055152119822,25.0,0.0,3.571428571428571,3.571428571428571,67.85714285714286,10277718.666666666,0.07013573,0.0,0.0,100.0,46.42857142857143,1.4854407407407408
65sPpkVbRSYS0droEoRavw,19128,4.5,16,1,"Ice Cream & Frozen Yogurt, Food, Shaved Ice, Desserts",37,0.6291528696058958,0.0,0.0,6.25,43.75,50.0,27975804.266666666,0.067467005,25.0,31.25,43.75,12.5,1.5626125
t97WH1kEaJBIEIARLxe01w,T6V 0C5,4.5,32,1,"Middle Eastern, Mediterranean, Restaurants, Halal, Lebanese",32,1.0658746219314068,6.25,0.0,6.25,28.125,59.375,6508690.645161291,0.05373076,25.0,12.5,62.5,31.25,0.93890625
fPRWQu3gNJPdcAPRNEZk9g,85701,5.0,9,1,"Arts & Entertainment, Social Clubs",56,0.3333333333333333,0.0,0.0,0.0,11.11111111111111,88.88888888888889,45584285.13,0.051751869,22.22222222222222,44.44444444444444,33.33333333333333,22.22222222222222,1.144288888888889
d2LZ_ke4S5X5kkl-AWmYCA,33609,4.5,12,1,"Mobile Phones, Shopping, Local Services, IT Services & Computer Repair, Mobile Phone Repair",1,1.452546078405126,14.285714285714285,0.0,0.0,0.0,85.71428571428571,9589353.231,0.056550128,0.0,21.428571428571427,78.57142857142857,35.714285714285715,2.055733333333333
ee9SnazVeaPXqDAyEHQjWg,46236,5.0,14,1,"Pets, Pet Sitting, Veterinarians, Pet Services, Pet Groomers",13,1.01447852,6.25,0.0,0.0,6.25,87.5,13601212.866666667,0.063338385,31.25,12.5,56.25,50.0,1.4268642857142857
ihUjcrFJElT3oom_zERafw,93117,5.0,7,0,"Oil Change Stations, Auto Customization, Auto Repair, Automotive",13,0.3779644730092272,0.0,0.0,0.0,14.285714285714285,85.71428571428571,8933709.5,0.07682731,0.0,0.0,100.0,28.57142857142857,0.9567285714285714
4aTfj-qfYsmkt0U3pUhB-A,34684,4.5,7,1,"Spray Tanning, Beauty & Spas, Tanning, Tanning Beds",8,1.3333333333333333,11.11111111111111,0.0,0.0,0.0,88.88888888888889,16622269.38,0.1419365762237919,11.11111111111111,0.0,88.88888888888889,22.22222222222222,1.5999
